Academic Year (Enrolment),Roll Number,Official Name,Address (Line 1),Address (Line 2),Address (Line 3),Address (Line 4),County Description,Eircode,School Latitude,School Longitude,Email,Phone No.,Principal Name,Local Authority Description,DEIS (Y/N),Irish Classification Description,Gaeltacht Indicator (Y/N),Island (Y/N),Ethos Description,Female,Male,Total
2023,19304B,S N CILLIN LIATH,M istir Gaoithe,Cill Airne,Co. Chiarra¡,,Kerry,V23Y540,52,-10,cillinliathns@gmail.com,0669474474,Maeve Dineen Quirke,Kerry County Council,Y,All subjects through Irish,Y,N,Catholic,21,16,37
2023,19305D,TANKERSTOWN N S,Tankerstown,Bansha,Co. Tipperary,,Tipperary,E34AP68,52,-8,admin@tankerstownns.ie,06254588,N¢ir¡n N¡ Mhaoldhomhnaigh,Tipperary (Sr) County Council,N,No subjects through Irish,N,N,Catholic,40,54,94
2023,19307H,DERRINAGREE N S,Derrinagree,Mallow,Co. Cork,,Cork,P51PT63,52,-9,office@derinagreens.ie,02978223,Andrias O Sullivan,Cork County Council,N,No subjects through Irish,N,N,Catholic,34,41,75
2023,19308J,ST BRIGIDS BOYS N S,Howth Road,Killester,Dublin 5,,Dublin,D05A386,53,-6,info@stbrigidsbns.ie,018336149,Nuala Cullen,Dublin City Council,N,No subjects through Irish,N,N,Catholic,,319,319
2023,19309L,SCOIL NEASAIN,Baile Harmain,Baile µtha Cliath 5,,,Dublin,D05VF95,53,-6,runai@scoilneasain.ie,018316338,Deirble Nic Conghamhna,Dublin City Council,N,All subjects through Irish,N,N,Catholic,110,139,249
2023,19310T,SCOIL NAOMH EARNAN,Lisminton,Ballintra,Co. Donegal,,Donegal,F94W018,55,-8,sternansns@hotmail.com,0749734440,Joe Curran,Donegal County Council,Y,No subjects through Irish,N,N,Catholic,59,36,95
2023,19313C,GLENSWILLY N S,Newmills,Letterkenny,Co. Donegal,,Donegal,F92RH94,55,-8,glenswillyns@glenswilly.com,0749137342,Joseph Gallinagh,Donegal County Council,N,No subjects through Irish,N,N,Catholic,126,127,253
2023,19314E,Scoil an Maighdine Mhuire Boys,Broadford Rise,Ballinteer,Dublin 16,,Dublin,D16CX60,53,-6,info@olbns.com,014946647,Cl¡ona O'Keeffe,Dun Laoghaire Rathdown,N,No subjects through Irish,N,N,Catholic,,219,219
2023,19317K,RATHANGAN N S,Rathangan,Duncormick,Co. Wexford,,Wexford,Y35KT65,52,-7,principal.rathanganns@gmail.com,051563167,John Ormonde,Wexford County Council,N,No subjects through Irish,N,N,Catholic,109,132,241
2023,19319O,ST Olaf's National School,Balally Drive,Dundrum,Dublin 16,,Dublin,D16E067,53,-6,office@stolafs.ie,012956513,John Murtagh,Dun Laoghaire Rathdown,N,No subjects through Irish,N,N,Catholic,264,310,574
2023,19320W,OUR LADY OF GOOD COUNSEL BOYS N S,Johnstown,D£n Laoghaire,Co. Dublin,,Dublin,A96AF10,53,-6,johnstownbns@olgc.ie,012851449,Michelle Cotterell,Dun Laoghaire Rathdown,N,No subjects through Irish,N,N,Catholic,,389,389
2023,19321B,OUR LADY GOOD COUNSEL GNS,Woodley Road,Johnstown,Dun Laoghaire,Co. Dublin,Dublin,A96A033,53,-6,principal@johnstowngns.ie,012853775,Lisa Breen,Dun Laoghaire Rathdown,N,No subjects through Irish,N,N,Catholic,392,10,402
2023,19322D,KILMORE CENTRAL N S,Kilmore,Co. Cavan,,,Cavan,H12EE03,54,-7,kilmorecns1@gmail.com,0494332661,Naomi Scott (Acting Principal),Cavan County Council,N,No subjects through Irish,N,N,Church Of Ireland,21,25,46
2023,19323F,S N BEAL ATHA GREAN,Ballyagran,Kilmallock,Co. Limerick,,Limerick,V35W220,52,-9,info@ballyagrannationalschool.com,06382015,Diarmuid Carroll,Limerick County Council,N,No subjects through Irish,N,N,Catholic,54,52,106
2023,19324H,S N TEAGHLAIGH NAOFA,SN TEAGHLAIGH NAOFA,KILLEEN,LOUISBURGH CO MAYO,,Mayo,F28X2D6,54,-10,killeenns2@gmail.com,09868651,BRID GRADY,Mayo County Council,Y,No subjects through Irish,N,N,Catholic,35,43,78
2023,19326L,BUTLERSBRIDGE NS,Butlersbridge,Co. Cavan,,,Cavan,H12RR66,54,-7,bbcns123@gmail.com,0494361730,Niall Clerkin,Cavan County Council,N,No subjects through Irish,N,N,Catholic,108,136,244
2023,19331E,SCOIL CHRIOST RI B,Caherdavin,Limerick,,,Limerick,V94N229,53,-9,info@scoilchriostribns.com,061453484,Doireann Garrard,Limerick City Council,Y,No subjects through Irish,N,N,Catholic,,296,296
2023,19332G,S N Muire na hEireann,Caherdavin,Limerick,,,Limerick,V94A5N7,53,-9,info@mqoi.ie,061454149,Ms Mary Hanley,Limerick City Council,Y,No subjects through Irish,N,N,Catholic,286,,286
2023,19333I,DOOISH N S,BALLYBOFEY,CO DONEGAL,,,Donegal,F93N768,55,-8,office@dooishns.ie,0749131471,MR PATRICK M BONER,Donegal County Council,N,No subjects through Irish,N,N,Catholic,97,99,196
2023,19335M,Scoil na nAingeal,Newtownpark AVenue,Blackrock,Co. Dublin,,Dublin,A94H395,53,-6,admin.office@guardianangels.ie,012833961,P draig à N‚ill,Dun Laoghaire Rathdown,N,No subjects through Irish,N,N,Catholic,219,204,423
2023,19336O,SCOIL PHOIL NAOFA,St. Paul's School,Dooradoyle,,,Limerick,V94Y62V,53,-9,principal@stpaulsdooradoyle.ie,061306645,John Tuohy,Limerick County Council,N,No subjects through Irish,N,N,Catholic,286,296,582
2023,19338S,FLAGMOUNT CENTRAL NS,Flagmount,Caher,Co. Clare,,Clare,V94YW70,53,-9,flagmountns2019@gmail.com,061925177,Louise O'Kelly,Clare County Council,N,No subjects through Irish,N,N,Catholic,23,19,42
2023,19339U,STRATFORD LODGE NS,BALTINGLASS,CO WICKLOW,,,Wicklow,W91KX75,53,-7,stratfordlodge@gmail.com,0596481919,JANET ROSS,Wicklow County Council,N,No subjects through Irish,N,N,Church Of Ireland,28,41,69
2023,19342J,SCOIL NAOMH EOIN BAISTE,KILBRIN,KANTURK,CO CORK,,Cork,P51Y223,52,-9,office@kilbrinns.org,02248164,Celine Doody,Cork County Council,N,No subjects through Irish,N,N,Catholic,24,40,64
2023,19343L,S N DHUBHTHAIGH,ANAGAIRE,LEITIR CEANAINN,CO DHUN NA NGALL,,Donegal,F94YH05,55,-8,annagryns@gmail.com,0749548162,SILE UI BHIATAIGH,Donegal County Council,Y,All subjects through Irish,Y,N,Catholic,48,58,106
2023,19344N,ST AIDANS N S,KILMANAGH,CO KILKENNY,,,Kilkenny,R95XN76,53,-7,staidansnskilmanagh@gmail.com,0567769340,Robert Byrne,Kilkenny County Council,N,No subjects through Irish,N,N,Catholic,95,93,188
2023,19345P,BALLYMACARBERRY N S,Ballymacarbry,Via Clonmel,Co. Waterford,,Waterford,E91E426,52,-8,ballymacns@gmail.com,0526136349,Michael Joseph O'Ryan,Waterford County Council,N,No subjects through Irish,N,N,Catholic,85,88,173
2023,19348V,NEWCESTOWN N S,Newcestown,Bandon,Co. Cork,,Cork,P72VY04,52,-9,secretary@newcestownns.ie,0217338158,Dorothy O'Donovan,Cork County Council,N,No subjects through Irish,N,N,Catholic,101,119,220
2023,19350I,S N CHRUIMIN NAOFA,Rathyganny,Multyfarnham,Co. Westmeath,,Westmeath,N91EK68,54,-7,karl@stcremins.ie,0449371122,Karl Dermody,Westmeath County Council,N,No subjects through Irish,N,N,Catholic,104,106,210
2023,19351K,S N CILL CRIODAIN,Kilcredan,Ladysbridge,Co. Cork,,Cork,P25FW50,52,-8,info@kilcredanns.ie,02498220,Margaret Beausang,Cork County Council,N,No subjects through Irish,N,N,Catholic,148,148,296
2023,19352M,Scoil Nais Realta na Mara,Ballask,Kilmore,Co. Wexford,,Wexford,Y35YX20,52,-7,kilmoreschool@yahoo.ie,0539135230,Miche l Martin,Wexford County Council,Y,No subjects through Irish,N,N,Catholic,170,159,329
2023,19353O,ST PATRICKS NS LONGFORD,Dromard,Moyne,Co. Longford,,Longford,N39X827,54,-8,dromardps@hotmail.com,0494335781,Mary Farrell,Longford County Council,N,No subjects through Irish,N,N,Catholic,63,61,124
2023,19354Q,ST COLMANS N S,Cappagh,Croghan,Tullamore,Co. Offaly,Offaly,R35Y635,53,-7,stcolmansns1@gmail.com,0449223452,Natalie Kelly,Offaly County Council,N,No subjects through Irish,N,N,Catholic,41,63,104
2023,19356U,KILLENAULE N S,Killenaule,Thurles,Co. Tipperary,,Tipperary,E41RK33,53,-8,principal@killenaulens.com,0529156447,Brian Carrigg,Tipperary (Sr) County Council,Y,No subjects through Irish,N,N,Catholic,70,70,140
2023,19357W,S N Tir na Cille,T¡r na Cille,An Mam,Co. na Gaillimhe,,Galway,H91W635,54,-10,sntirnacille@gmail.com,091571168,Caitr¡ona U¡ Shuilleabh in,Galway County Council,N,All subjects through Irish,Y,N,Catholic,15,24,39
2023,19359D,S N NAOMH AONGHUS,Bunnmayne,Bridge End,Co. Donegal,,Donegal,F93YX38,55,-7,secretaryaengusns@gmail.com,0749368352,S‚amus McGowan,Donegal County Council,N,No subjects through Irish,N,N,Catholic,87,116,203
2023,19360L,DRUMKEERIN CENTRAL NS,"St Brigid's NS, Sheena",Drumkeerin,Carrick on Shannon,,Leitrim,N41DK12,54,-8,drumkeerinns@gmail.com,0719648314,Monica Mulholland,Leitrim County Council,Y,No subjects through Irish,N,N,Catholic,34,33,67
2023,19362P,ST PATRICKS N S,Clara,Killybrone,Co. Monaghan,,Monaghan,H18E365,54,-7,secretary@stpatricksclara.com,04787569,Mr Matthew McArdle,Monaghan County Council,Y,No subjects through Irish,N,N,Catholic,10,18,28
2023,19363R,MULLAHORAN CENTRAL N S,Mullaghoran,Kilcogy,Co. Cavan,,Cavan,N39KA44,54,-7,mullahorannationalschool@gmail.com,0436681100,Fionnuala Mhig Eachr in,Cavan County Council,Y,No subjects through Irish,N,N,Catholic,74,89,163
2023,19364T,KILLEEVAN CENTRAL N S,Newbliss,Co. Monaghan,,,Monaghan,H18H735,54,-7,office@killeevanns.ie,04754023,Mary Collins,Monaghan County Council,N,No subjects through Irish,N,N,Catholic,50,53,103
2023,19365V,Achadh na Sileann,Aughnasheelin,Ballinamore,Co. Leitrim,,Leitrim,N41NX92,54,-8,info@stmarysnsaughnasheelin.ie,0719644868,Jerome Quinn,Leitrim County Council,Y,No subjects through Irish,N,N,Catholic,19,31,50
2023,19366A,SCARIFF CENTRAL N S,Scariff,Co. Clare,,,Clare,V94A9W3,53,-9,scariffnationalschool@gmail.com,061921481,Liam Quirke,Clare County Council,N,No subjects through Irish,N,N,Catholic,80,78,158
2023,19368E,S N NAOMH CIARAN,SCOIL NAOMH CIARAN,ROOTY CROSS OLDTOWN,ATHLONE,CO ROSCOMMON,Roscommon,N37R521,53,-8,stciaransns@gmail.com,0909673436,Mr Barry Cahill,Roscommon County Council,N,No subjects through Irish,N,N,Catholic,57,46,103
2023,19369G,ST PAULS N S,Irishtown,Mountmellick,Co. Laois,,Laois,R32WK79,53,-7,stpauls1ns@gmail.com,0578624781,Denise Talbot,Laois County Council,N,No subjects through Irish,N,N,Church Of Ireland,15,24,39
2023,19371Q,S N IOGNAID,B¢ithr¡n na Sliog n,Gaillimh,,,Galway,H91E364,53,-9,priomhoide@scoiliognaid.ie,091584491,Louise Breathnach,Galway City Council,N,All subjects through Irish,N,N,Catholic,220,262,482
2023,19374W,Our lady's Grove Primary School,"Goatstown Road,",Dublin 14,,,Dublin,D14Y993,53,-6,annekernan@olgps.ie,012988694,Anne Kernan,Dun Laoghaire Rathdown,N,No subjects through Irish,N,N,Catholic,229,202,431
2023,19377F,NAOMH COLMAN MAC DUAIGH,Tierneevin,Gort,Co. Galway,,Galway,H91F8D2,53,-9,office@tierneevinns.ie,091631832,Ann Lynskey,Galway County Council,N,No subjects through Irish,N,N,Catholic,46,49,95
2023,19378H,BALLYNARRY N S,Ballyheelan,Kilnaleck,Co. Cavan,,Cavan,A82T993,54,-7,ballynarry@gmail.com,0494336833,Darragh Hourihane,Cavan County Council,N,No subjects through Irish,N,N,Catholic,51,51,102
2023,19380R,St Oliver Plunkett National School,Kilkerrin,Ballinasloe,Co. Galway,,Galway,H53DX30,54,-9,info@kilkerrinns.ie,0949659316,Aisling White,Galway County Council,N,No subjects through Irish,N,N,Catholic,56,66,122
2023,19381T,RATHMORE N S,Baltimore,Skibbereen,Co. Cork,,Cork,P81PW52,51,-9,rathnationalsc@gmail.com,02820135,Maura Collins,Cork County Council,N,No subjects through Irish,N,N,Catholic,61,60,121
2023,19384C,ARDFERT CENTRAL N S,Station Road,Ardfert,Co. Kerry,,Kerry,V92CD63,52,-10,ardfertschool@gmail.com,0667134289,Betty Stack,Kerry County Council,N,No subjects through Irish,N,N,Catholic,116,97,213
2023,19386G,LABASHEEDA CENTRAL N S,Labasheeda,Kilrush,Co. Clare,,Clare,V15XF84,53,-9,labasheedans1@gmail.com,0656826063,Niamh Considine,Clare County Council,Y,No subjects through Irish,N,N,Catholic,17,21,38
2023,19388K,CLONBERNE CENTRAL SCH,Clonberne,Ballinasloe,Co. Galway,,Galway,H53T291,54,-9,office@clonbernens.com,09345936,Bernard McHale,Galway County Council,Y,No subjects through Irish,N,N,Catholic,47,60,107
2023,19389M,SN MUIRE GAN SMAL,Drumbaun,Curry,Co. Sligo,,Sligo,F91DT35,54,-9,smgscurry@hotmail.com,0949254878,Paschal Gallagher,Sligo County Council,N,No subjects through Irish,N,N,Catholic,40,47,87
2023,19390U,ST MARKS SEN NS,Springfield,Tallaght,Dublin 24,,Dublin,D24FV07,53,-6,secretary@saintmarks.ie,014513138,Michael Daly,South Dublin County Council,Y,No subjects through Irish,N,N,Catholic,252,249,501
2023,19391W,GARRAFRAUNS CENTRAL SCH,Dunmore,Tuam,Co. Galway,,Galway,H54NY73,54,-9,office@garrafraunsns.com,09338708,Claire Fitzsimons,Galway County Council,N,No subjects through Irish,N,N,Catholic,53,44,97
2023,19392B,SCOIL NAOMH AODAIN,Monasteraden,via Ballaghadereen,Co. Sligo,,Sligo,F45VF54,54,-8,monaiden@gmail.com,0949860924,Anne Moriarty,Sligo County Council,Y,No subjects through Irish,N,N,Catholic,46,48,94
2023,19393D,MHUIRE IOSEF JUNIOR,"Verbena Avenue,",Sutton,Dublin 13,,Dublin,D13CD56,53,-6,notices@baysidejunior.ie,018326524,Elizabeth Madigan,Fingal County Council,N,No subjects through Irish,N,N,Catholic,172,192,364
2023,19394F,ROBEEN CENTRAL N S,Robeen,Hollymount,Co. Mayo,,Mayo,F12HP22,54,-9,principal@robeenns.ie,0949540262,Edel Canny,Mayo County Council,N,No subjects through Irish,N,N,Catholic,56,58,114
2023,19395H,SCOIL MOBHI,B¢thar Mobh¡,Glasna¡on,Baile µtha Cliath 9,,Dublin,D09A303,53,-6,oifig@scoilmobhi.ie,018379591,Feargal Breathnach,Dublin City Council,N,All subjects through Irish,N,N,Catholic,122,126,248
2023,19396J,NA MAIGHDINE MUIRE GIRL,Ballinteer,Dublin 16,,,Dublin,D16C820,53,-6,info@ourladysgns.ie,014930736,Robbie Murphy,Dun Laoghaire Rathdown,N,No subjects through Irish,N,N,Catholic,239,3,242
2023,19400U,S N Gleann na gCaorach In¡on L‚in¡n,Wyvern,Killiney,Co. Dublin,,Dublin,A96P585,53,-6,info@gkns.ie,012856011,Sarah Honner,Dun Laoghaire Rathdown,N,No subjects through Irish,N,N,Church Of Ireland,116,106,222
2023,19401W,S N CAITRIONA SOIS,Renmore Avenue,Renmore,Co. Galway,,Galway,H91N5H6,53,-9,principal@renmorejuniorschool.com,091771094,Caitr¡ona Daly,Galway City Council,Y,No subjects through Irish,N,N,Catholic,176,182,358
2023,19402B,BALLYVARY CENTRAL N S,BALLYVARY CENTRAL N S,CASTLEBAR,CO MAYO,,Mayo,F23TP65,54,-9,ballyvaryns@gmail.com,0949031007,Mrs Carmel Heaney,Mayo County Council,N,No subjects through Irish,N,N,Catholic,99,105,204
2023,19404F,SN MHUIRE,Main Street,Ballyhooly,Co. Cork,,Cork,P51K284,52,-8,principal@scoilmhuireballyhooly.ie,02539638,Rory Gibbons,Cork County Council,N,No subjects through Irish,N,N,Catholic,68,103,171
2023,19406J,HOLY TRINITY SEN N S,Grange Road,Donaghmede,Dublin 13,,Dublin,D13WY00,53,-6,htnsoffice@gmail.com,018474695,David Henry,Dublin City Council,N,No subjects through Irish,N,N,Catholic,213,188,401
2023,19407L,SCOIL BHRIDE,Green Lane,Leixlip,Co. Kildare,,Kildare,W23R9Y6,53,-7,oifig@scoilbhrideleixlip.ie,016244850,Breda Holmes,Kildare County Council,N,No subjects through Irish,N,N,Catholic,139,152,291
2023,19408N,RATHCORMACK N S,Drumcliffe South,Co. Sligo,,,Sligo,F91NX21,54,-8,principal@rathcormacns.ie,3539143962,Geraldine Connell,Sligo County Council,N,No subjects through Irish,N,N,Catholic,129,134,263
2023,19411C,S N BAILE RAIGHIN,Letterkenny,Co. Donegal,,,Donegal,F92CX29,55,-8,principal@ballyrainens.ie,0749124758,Linda Moore,Donegal County Council,N,No subjects through Irish,N,N,Church Of Ireland,118,114,232
2023,19415K,Scoil an Athar Tadhg,Carraig na bhFear,Co. Chorca¡,,,Cork,T34N276,52,-8,secretary@athartadhg.ie,0214884509,Cormac Duggan,Cork County Council,N,Some subjects through Irish,N,N,Catholic,157,154,311
2023,19416M,ST PAULS NS COLLOONEY,The Square,Collooney,Co. Sligo,,Sligo,F91AW27,54,-8,stpaulscollooney@gmail.com,0719130491,Clodagh Redican,Sligo County Council,N,No subjects through Irish,N,N,Church Of Ireland,43,35,78
2023,19418Q,CASTLERAHAN CENTRAL NS,Castlerahan,Ballyjamesduff,Co. Cavan,,Cavan,A82N673,54,-7,castlerahanns@gmail.com,0498544201,Deirdre Clinton,Cavan County Council,N,No subjects through Irish,N,N,Catholic,54,55,109
2023,19419S,GOREY CENTRAL SCHOOL,Charlotte Row,Gorey,Co. Wexford,,Wexford,Y25XH11,53,-6,batergoreycentral@gmail.com,0539421745,Matthew Bater,Wexford County Council,N,No subjects through Irish,N,N,Church Of Ireland,95,136,231
2023,19420D,SN FHIACHNA,Kenmare Road,Glengarriff,Co. Cork,,Cork,P75DY24,52,-10,scoilfhiachna@gmail.com,02763596,Aishling McCarthy,Cork County Council,N,No subjects through Irish,N,N,Catholic,34,34,68
2023,19422H,CLOUGHJORDAN NO 1 N S,Templemore Road,Cloughjordan,Co. Tipperary,,Tipperary,E53YY82,53,-8,principal.cloughjordan.no1.ns@gmail.com,050542318,Ivor Hayes,Tipperary (Nr) County Council,N,No subjects through Irish,N,N,Church Of Ireland,45,39,84
2023,19423J,ST PATRICKS NS,DRUMSHANBO,CO LEITRIM,,,Leitrim,N41PY61,54,-8,stpatricksnsdrumshanbo@gmail.com,0719641755,Ruth McLoughlin,Leitrim County Council,N,No subjects through Irish,N,N,Catholic,123,124,247
2023,19425N,BALLYROE CENTRAL N S,ATHY,CO KILDARE,,,Kildare,R14DX61,53,-7,secretary@scoilnaomhtreasa.ie,0598632522,Avril Mann,Kildare County Council,Y,No subjects through Irish,N,N,Catholic,9,17,26
2023,19426P,S N MHARCUIS B,The Glen,Cork,,,Cork,T23P5FY,52,-8,stmarksbns.ias@eircom.net,0214506225,Johanna Carroll,Cork City Council,Y,No subjects through Irish,N,N,Catholic,1,96,97
2023,19427R,S N BHREANNDAIN C,Glen Avenue,Cork,,,Cork,T23AK29,52,-8,info@stbrendansgns.ie,0214504877,Fiona O'Neill,Cork City Council,Y,No subjects through Irish,N,N,Catholic,103,7,110
2023,19430G,SCOIL AN TSEACHTAR LAOCH,B¢thar Bhaile Munna,Baile µtha Cliath 11,,,Dublin,D11E306,53,-6,7laoch.ias@eircom.net,018425725,Deirdre N¡ Chonghaile,Dublin City Council,Y,All subjects through Irish,N,N,Catholic,76,93,169
2023,19431I,ST JOSEPHS JNR,St Joseph's Junior National School,Balbutcher Lane,Ballymun,Dublin 11,Dublin,D11ND82,53,-6,principalstjosjun@gmail.com,018421801,Jennie McGee,Dublin City Council,Y,No subjects through Irish,N,N,Catholic,61,88,149
2023,19432K,CROSSKEYS CENTRAL N S,Carrickatober,Crosskeys,Co. Cavan,,Cavan,H12Y998,54,-7,crosskeysns@gmail.com,0494336704,Niall Gurhy,Cavan County Council,N,No subjects through Irish,N,N,Catholic,55,47,102
2023,19434O,LATTON,LATTON,CASTLEBLAYNEY,CO. MONAGHAN,,Monaghan,A75P033,54,-7,info@scoilmhuirelatton.ie,0429742276,JOANNE GORMLEY,Monaghan County Council,N,No subjects through Irish,N,N,Catholic,78,88,166
2023,19435Q,ST FRANCIS XAVIER J N S,Roselawn Road,Castleknock,Dublin 15,,Dublin,D15CX84,53,-6,principal@sfxjunior.ie,018210892,Heidi Collins,Fingal County Council,N,No subjects through Irish,N,N,Catholic,175,207,382
2023,19436S,S N Naomh Mhichil,Dungeag in,Baile 'n Sceilg,CO CHIARRAI,,Kerry,V23PN30,52,-10,scoilmhichil78@gmail.com,0669479271,LAOISE NIC AOGAIN,Kerry County Council,N,All subjects through Irish,Y,N,Catholic,28,26,54
2023,19437U,SCOIL NAITHI,B¢thar µtha Leathan,Baile an tSaoir,Baile µtha Cliath 16,,Dublin,D16EK63,53,-6,oifig@scoilnaithi.com,012981931,Paula N¡ Uig¡n,Dun Laoghaire Rathdown,N,All subjects through Irish,N,N,Catholic,116,110,226
2023,19438W,SCOIL COLMCILLE SENIOR,Coolevin,Ballybrack,Co. Dublin,,Dublin,A96TN32,53,-6,cholmsenior@gmail.com,012855527,Niamh O Hanlon,Dun Laoghaire Rathdown,Y,No subjects through Irish,N,N,Catholic,74,90,164
2023,19442N,RUAN CENTRAL NS,Dromore,Ruan,Ennis,Co. Clare,Clare,V95R206,53,-9,office@scoilmhuireruan.ie,0656837301,Niamh N¡ Chonghaile,Clare County Council,N,No subjects through Irish,N,N,Catholic,39,50,89
2023,19443P,CLONEA NS,Clonea-Power,Carrick-on-Suir,Co. Waterford,,Waterford,E32NP40,52,-7,info@cloneapowerschool.ie,051646249,Martin Whelan,Waterford County Council,N,No subjects through Irish,N,N,Catholic,32,31,63
2023,19446V,SCOIL MHUIRE BOYS,Grange Road,Rathfarnham,Dublin 14,,Dublin,D14P046,53,-6,secretary@marysbns.ie,014931477,Edward O'Riordan,South Dublin County Council,N,No subjects through Irish,N,N,Catholic,,411,411
2023,19448C,S N R‚alt na Mara,TUATH O SIOSTA,CILL AIRNE,CO CHIARRAI,,Kerry,V93K593,52,-10,info@tuosistns.ie,0646684504,S¡le U¡ Ch rthaigh,Kerry County Council,N,No subjects through Irish,N,N,Catholic,41,47,88
2023,19449E,ST OLIVER PLUNKETTS NS,Newcastle,Athenry,Co. Galway,,Galway,H65T680,53,-9,info@stoliverplunkettns.com,091849178,Claire O'Connor,Galway County Council,N,No subjects through Irish,N,N,Catholic,95,99,194
2023,19451O,NEWPORT CENTRAL,BAILE UI BHFIACHAIN,CO MHAIGH EO,,,Mayo,F28ED89,54,-10,office@newportns.ie,09841442,E¢in Browne,Mayo County Council,Y,No subjects through Irish,N,N,Catholic,122,132,254
2023,19452Q,SCOIL MHUIRE,Ballymany,Newbridge,Co. Kildare,,Kildare,W12HD29,53,-7,office@scoilmhuire.net,045431077,Cliona Galvin,Kildare County Council,Y,No subjects through Irish,N,N,Catholic,170,230,400
2023,19454U,DARNDALE NS JUNIOR,OUR LADY IMMAC JUN NS,DARNDALE,MALAHIDE ROAD,DUBLIN 17,Dublin,D17TR25,53,-6,ddalejnr@eircom.net,018476643,Margaret Hughes,Dublin City Council,Y,No subjects through Irish,N,N,Catholic,74,85,159
2023,19456B,ST CRONANS JUNIOR NATIONAL SCHOOL,Brackenstown,Swords,Co. Dublin,,Dublin,K67DP28,53,-6,info@stcronansjns.ie,018402194,Edel Blake,Fingal County Council,N,No subjects through Irish,N,N,Catholic,238,265,503
2023,19458F,KILGARVAN CENTRAL SCHL,Kilgarvan,Co. Kerry,,,Kerry,V93HP79,52,-9,kilgarvanschool@gmail.com,0646685428,Caroline Lehane,Kerry County Council,N,No subjects through Irish,N,N,Catholic,51,58,109
2023,19459H,Scoil Mhuire,Green Lane,Leixlip,Co. Kildare,,Kildare,W23TX49,53,-7,office@scoilmhuireleixlip.com,016244851,Aine Crotty,Kildare County Council,N,No subjects through Irish,N,N,Catholic,136,149,285
2023,19461R,EILTIN NAOFA,LIOS EILTIN,CO. CHIARRAI,,,Kerry,V31Y266,52,-10,scoileiltinnaofa@gmail.com,06847240,Regina Walsh,Kerry County Council,N,No subjects through Irish,N,N,Catholic,43,43,86
2023,19462T,SCOIL MAELRUAIN JUNIOR,Old Bawn,Tallaght,Dublin 24,,Dublin,D24T854,53,-6,scoilmaelruainjunior@gmail.com,014513967,Claire Durr,South Dublin County Council,N,No subjects through Irish,N,N,Catholic,170,204,374
2023,19463V,SCOIL MAELRUAIN SENIOR,Old Bawn,Tallaght,Dublin 24,TEST ADDRESS,Dublin,D24EV18,53,-6,cniogain@hotmail.com,014510706,CAITRIONA HOGAN2,South Dublin County Council,N,No subjects through Irish,N,N,Catholic,174,220,394
2023,19465C,ST KEVINS BOYS,Kilnamanagh,Tallaght,Dublin 24,,Dublin,D24A2XF,53,-6,marion@stkevinsboys.ie,014517925,Aisling Beggan,South Dublin County Council,N,No subjects through Irish,N,N,Catholic,,315,315
2023,19466E,ST KEVINS GIRLS,Kilnamanagh,Tallaght,Dublin 24,,Dublin,D24R6PT,53,-6,info@stkevinsgns.com,014517981,Miriam Dignam,South Dublin County Council,N,No subjects through Irish,N,N,Catholic,272,,272
2023,19467G,SAINT MELS,Ardagh Village,Co. Longford,,,Longford,N39CD85,54,-8,stmelsns@gmail.com,0436675269,Teresa Kearney,Longford County Council,N,No subjects through Irish,N,N,Catholic,93,106,199
2023,19468I,SN CAITRIONA SINSEAR,Renmore Avenue,Renmore,Co. Galway,,Galway,H91N5H6,53,-9,info@renmoreschool.com,091753613,Marianne Brady,Galway City Council,Y,No subjects through Irish,N,N,Catholic,199,170,369
2023,19469K,NAOMH OLIVER PLUNKETT,Tossey,Loughmourne,Co. Monaghan,,Monaghan,A75PY66,54,-7,secretary@oliverplunkettns.com,0429745055,Adrian Kelly,Monaghan County Council,N,Some subjects through Irish,N,N,Catholic,121,118,239
2023,19470S,ST FRANCIS XAVIER SENIOR N S,Roselawn,Castleknock,Dublin 15,,Dublin,D15WY02,53,-6,o.fficesenior@sfxns.ie,018211121,Sean McKeown,Fingal County Council,N,No subjects through Irish,N,N,Catholic,193,185,378
2023,19471U,ST PAULS JUNIOR NATIONAL SCHOOL,Clonrosse Drive,Ard na Gr‚ine,Dublin 13,,Dublin,D13PK10,53,-6,office@stpaulsjns.ie,018470479,Aoife McDermott,Dublin City Council,N,No subjects through Irish,N,N,Catholic,115,118,233
2023,19472W,ST MARKS JUNIOR MIXED,Springfield,Tallaght,Dublin 24,,Dublin,D24FT95,53,-6,info@stmarksjs.ie,014512076,Deirdre N¡ Bhroin,South Dublin County Council,Y,No subjects through Irish,N,N,Catholic,220,242,462
2023,19473B,SCOIL BHRIDE,Grange Road,Donaghmede,Dublin 13,,Dublin,D13NY53,53,-6,office@scoilbhridejns.com,018470014,Marianne Craig,Dublin City Council,N,No subjects through Irish,N,N,Catholic,194,195,389
2023,19474D,SCOIL COLMCILLE NAOFA,Idrone Avenue,Knocklyon,Dublin 16,,Dublin,D16H337,53,-6,office@ccjns.ie,014947422,David Curtin,South Dublin County Council,N,No subjects through Irish,N,N,Catholic,365,391,756
2023,19475F,ST BRIGIDS NS,Singland,Limerick,,,Limerick,V94FN12,53,-9,Secretary@stbrigidslimerick.ie,061414319,Sarah Ryan,Limerick City Council,Y,No subjects through Irish,N,N,Catholic,231,238,469
